TYTUL1;Lokalizacja;TYTUL2;CATEGORIA
Zlecenie sta³e; PAWE£ KWIATKOWSKI;;ZLECENIA STA£E I SP£ATY KREDYTÓW
Zlecenie sta³e; PALLOTYÑSKI SEKRETARIAT MISYJNY;;ZLECENIA STA£E I SP£ATY KREDYTÓW
Naliczenie odsetek;;;INNE
Przelew na rachunek; GMINNY OŒRODEK POMOCY SPO£ECZNEJ;;WYNAGRODZENIA I UZNANIA
Przelew na rachunek; GMINNY OŒRODEK POMOCY SPO£ECZNEJ;;WYNAGRODZENIA I UZNANIA
P³atnoœæ kart¹; Kraj; BIALOGORA KIERMASZ K 01;INNE
P³atnoœæ kart¹; Kraj; GABI SNACK;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; AUCHAN POLSKA SP. Z  02;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; McDonalds 436 Gdynia Dw;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; CCC;ODZIEZ I OBUWIE
P³atnoœæ kart¹; Kraj; KFC 01;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; PIEROZKOWO;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; GABI SNACK;BARY RESTAURACJE OUTDOOR
Przelew na rachunek; DXC TECHNOLOGY POLSKA SP. Z O.O. SZTURMOWA 2A;;WYNAGRODZENIA I UZNANIA
P³atnoœæ kart¹; Kraj; GABI SNACK;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; GABI SNACK;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; SKLEP PRZEMYSLOWY MING;DOM I ELEKTRONIKA
P³atnoœæ kart¹; Kraj; KONKOL SP. Z O.O.;INNE
P³atnoœæ kart¹; Kraj; FHU BARBARA BARBARA STYN;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; DETTLAFF;INNE
P³atnoœæ kart¹; Kraj; DELTA KROKOWA SP. Z O.;DOM I ELEKTRONIKA
P³atnoœæ kart¹; Kraj; DELTA;DOM I ELEKTRONIKA
P³atnoœæ kart¹; Kraj; BP-KLIF 364;PALIWO
Zlecenie sta³e; ABAX BIURO KSIÊGOWE BO¯ENA BARTUZI;;ZLECENIA STA£E I SP£ATY KREDYTÓW
P³atnoœæ kart¹; Kraj; AUCHAN POLSKA SP. Z  02;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; SKLEP WIELOBRANZOWY;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; GABI SNACK;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; GABI SNACK;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; DELIKATESY OLA;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; SPRZEDAZ ART. SPO. WARZ;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; BM.PL OPL. AUTOSTRADA;INNE
P³atnoœæ kart¹; Kraj; LOTOS SF810 K.2;PALIWO
P³atnoœæ kart¹; Kraj; KAMPER;SAMOCHODY I KOMUNIKACJA
P³atnoœæ kart¹; Kraj; EMEL SP. Z O.O.;INNE
Wyp³ata z bankomatu; Kraj; Dzialowo 27;BANKOMAT
P³atnoœæ kart¹; Kraj; AUCHAN POLSKA SP. Z  02;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; SHELL;PALIWO
P³atnoœæ kart¹; Kraj; DECATHLON Piaseczno;ODZIEZ I OBUWIE
Przelew z rachunku; DO£ADOWANIE TELEFONU +48 784482729 T-MOBILE IDENTYFIKATOR OPERACJI;;OP£ATY RÓ¯NE
P³atnoœæ kart¹; Kraj; DELIKOMAT VENDING;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; IMA PHARMA SP.Z O.O.;INNE
P³atnoœæ kart¹; Kraj; EMEL SP. Z O.O.;INNE
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
Wyp³ata w bankomacie - kod mobilny; Kraj; ul. Krasickiego 62 A;BANKOMAT
P³atnoœæ kart¹; Kraj; AUCHAN POLSKA SP. Z  02;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; DELIKOMAT VENDING;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; EMEL SP. Z O.O.;INNE
Przelew na rachunek; PAWE£ GRZEGORZ KWIATKOWSKI;;WYNAGRODZENIA I UZNANIA
Przelew na rachunek; GMINNY OŒRODEK POMOCY SPO£ECZNEJ;;WYNAGRODZENIA I UZNANIA
P³atnoœæ kart¹; Kraj; JMP S.A. BIEDRONKA 410;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; EMEL SP. Z O.O.;INNE
P³atnoœæ kart¹; Kraj; ARKADIUSZ ANDRZEJEWSKI PU;INNE
P³atnoœæ kart¹; Kraj; McDonalds 466 Warszawa;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; APTEKA PATICARIUS 01;APTEKA
Wyp³ata w bankomacie - kod mobilny; Kraj; Al. Jerozolimskie 60;BANKOMAT
P³atnoœæ kart¹; Kraj; McDonalds 468 Piaseczno;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; DELIKOMAT VENDING;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; DELIKOMAT VENDING;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; FRESHMARKET Z8281 K.2;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; ORLEN 02;PALIWO
P³atnoœæ kart¹; Kraj; AUTO GAZ MYJNIA;SAMOCHODY I KOMUNIKACJA
P³atnoœæ kart¹; Kraj; LIDL OKULICKIEGO;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; McDonalds 468 Piaseczno;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; AUCHAN POLSKA SP. Z  02;Zakupy Spozywcze
Wyp³ata z bankomatu; Kraj; PLANET CASH PULAWSKA 46;BANKOMAT
P³atnoœæ kart¹; Kraj; EMEL SP. Z O.O.;INNE
P³atnoœæ kart¹; Kraj; DELIKOMAT VENDING;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; DELIKOMAT VENDING;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; AUTOMATY UVP;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; AUTOMATY UVP;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; KRAMIG;INNE
P³atnoœæ kart¹; Kraj; KRAMIG;INNE
P³atnoœæ kart¹; Kraj; McDonalds W-wa Dolinka;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; SODEXO Restauracja U 01;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; EMEL SP. Z O.O.;INNE
P³atnoœæ kart¹; Kraj; AUCHAN POLSKA SP. Z  02;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; AUCHAN POLSKA SP. Z  02;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; APTEKA 02;APTEKA
P³atnoœæ kart¹; Kraj; AUCHAN POLSKA SP. Z  02;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; DELIKOMAT VENDING;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; PRALNIA CH AUCHAN;INNE
P³atnoœæ kart¹; Kraj; PayU*Allegro;INNE
P³atnoœæ kart¹; Kraj; EMEL SP. Z O.O.;INNE
Przelew podatkowy; URZ¥D SKARBOWY;;INNE
P³atnoœæ kart¹; Kraj; DECATHLON Piaseczno;ODZIEZ I OBUWIE
P³atnoœæ kart¹; Kraj; MISTER MINIT;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; ZABKA Z4410 K.1;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; PayU*Allegro;INNE
P³atnoœæ kart¹; Kraj; EMEL SP. Z O.O.;INNE
P³atnoœæ kart¹; Kraj; AUCHAN POLSKA SP. Z  02;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; CCC;ODZIEZ I OBUWIE
P³atnoœæ kart¹; Kraj; PayU*Allegro;INNE
P³atnoœæ kart¹; Kraj; ORLEN 01;PALIWO
P³atnoœæ kart¹; Kraj; ORLEN 01;PALIWO
P³atnoœæ kart¹; Kraj; SHELL;PALIWO
P³atnoœæ kart¹; Kraj; DELIKOMAT VENDING;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; DELIKOMAT VENDING;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; APTEKA;APTEKA
P³atnoœæ kart¹; Kraj; MICROSOFT*OFFICE 365 PERS;INNE
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
Wyp³ata z bankomatu; Kraj; ul. Pulawska 46;BANKOMAT
P³atnoœæ kart¹; Kraj; AUCHAN POLSKA SP. Z  02;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; AUCHAN POLSKA SP. Z  02;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; McDonalds 468 Piaseczno;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; DELIKOMAT VENDING;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; DELIKOMAT VENDING;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; LODY HODUN;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; IMA PHARMA SP.Z O.O.;INNE
Wyp³ata z bankomatu; Kraj; PLDN4291;BANKOMAT
P³atnoœæ kart¹; Kraj; IMA PHARMA SP.Z O.O.;INNE
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; EMEL SP. Z O.O.;INNE
P³atnoœæ kart¹; Kraj; DELIKATESY  EXPRESS;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; CARREFOUR EXPRESS P23;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; DELIKOMAT VENDING;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; DELIKOMAT VENDING;BARY RESTAURACJE OUTDOOR
Wyp³ata z bankomatu; Kraj; ul. Krasickiego 62 A;BANKOMAT
P³atnoœæ kart¹; Kraj; MOMMO GOOD FOOD;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; MENNICA AUTOMAT 1044;INNE
P³atnoœæ kart¹; Kraj; MENNICA AUTOMAT 1044;INNE
P³atnoœæ kart¹; Kraj; LODY HODUN;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; AMIC POLSKA sp. z o.o.;PALIWO
P³atnoœæ kart¹; Kraj; EMEL SP. Z O.O.;INNE
P³atnoœæ kart¹; Kraj; AUTOMATY UVP;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; ASEC Metro Centrum Pd;INNE
P³atnoœæ kart¹; Kraj; FUNDACJA TKWADRAT;INNE
P³atnoœæ kart¹; Kraj; ANEMAR;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; DELIKOMAT VENDING;BARY RESTAURACJE OUTDOOR
Wyp³ata z bankomatu; Kraj; ul. Krasickiego 62 A;BANKOMAT
P³atnoœæ kart¹; Kraj; Koleje Mazowieckie KM;INNE
Polecenie Zap³aty; T-MOBILE POLSKA S.A. MARYNARSKA 12;;INNE
P³atnoœæ kart¹; Kraj; ANEMAR;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; DELIKOMAT VENDING;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; PayU*Allegro;INNE
P³atnoœæ kart¹; Kraj; AUTOMATY UVP;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; AUTOMATY UVP;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; AUTOMATY UVP;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; AUCHAN POLSKA SP. Z  02;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; New Gastro;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; EMEL SP. Z O.O.;INNE
P³atnoœæ kart¹; Kraj; DELIKOMAT VENDING;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; DELIKOMAT VENDING;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; CENTRUM MEDYCZNE ZELAZ;INNE
P³atnoœæ kart¹; Kraj; ASEC Dw. Ochota T040;INNE
P³atnoœæ kart¹; Kraj; McDonalds 468 Piaseczno;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; EMEL SP. Z O.O.;INNE
P³atnoœæ kart¹; Kraj; TOP MARKET/KRASICKIEGO;INNE
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
Wyp³ata w bankomacie - kod mobilny; Kraj; Al. Jerozolimskie 60;BANKOMAT
P³atnoœæ kart¹; Kraj; Warszawa Ochota 01;INNE
P³atnoœæ kart¹; Kraj; BM.PL OPL. AUTOSTRADA;INNE
P³atnoœæ kart¹; Kraj; BP-WISLA 122;PALIWO
Polecenie Zap³aty; PGE OBRÓT SA O/WARSZAWA;;INNE
Polecenie Zap³aty; PGNIG OBRÓT DETALICZNY SPÓ£KA Z OGR ANICZON¥ ODPOWIEDZIALNOŒCI¥;;INNE
Przelew z rachunku; PIOTR GRZELA;;OP£ATY RÓ¯NE
Przelew z rachunku; DAMIAN MIZERSKI;;OP£ATY RÓ¯NE
Przelew na rachunek; DXC TECHNOLOGY POLSKA SP. Z O.O. UL. SZTURMOWA;;WYNAGRODZENIA I UZNANIA
P³atnoœæ kart¹; Kraj; KONKOL SP. Z O.O.;INNE
P³atnoœæ kart¹; Kraj; KONKOL SP. Z O.O.;INNE
P³atnoœæ kart¹; Kraj; FHU BARBARA BARBARA STYN;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; DELTA KROKOWA SP. Z O.;DOM I ELEKTRONIKA
Zlecenie sta³e; WSPÓLNOTA MAGNOLIA 1FUNDUSZREMONTOWY;;ZLECENIA STA£E I SP£ATY KREDYTÓW
Zlecenie sta³e; WSPÓLNOTA MIESZKANIOWA MAGNOLII 1;;ZLECENIA STA£E I SP£ATY KREDYTÓW
P³atnoœæ kart¹; Kraj; ORLEN 01;PALIWO
P³atnoœæ kart¹; Kraj; FHU BARBARA BARBARA ST;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; J AND D INWEST;INNE
P³atnoœæ kart¹; Kraj; BOOKSALE SPOLKA Z OGRA;INNE
P³atnoœæ kart¹; Kraj; DELIKATESY OLA;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; BIALOGORA KIERMASZ K 01;INNE
P³atnoœæ kart¹; Kraj; SANDWICH & COFFEE;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
Zwrot p³atnoœci kart¹; Kraj; BM.PL OPL. AUTOSTRADA;INNE
P³atnoœæ kart¹; Kraj; BM.PL OPL. AUTOSTRADA;INNE
P³atnoœæ kart¹; Kraj; BM.PL OPL. AUTOSTRADA;INNE
P³atnoœæ kart¹; Kraj; AUTOMATY UVP;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; MOKPOL SKLEP NR 50;Zakupy Spozywcze
Sp³ata kredytu;;;SP£ATA KREDYTU
Sp³ata kredytu;;;SP£ATA KREDYTU
P³atnoœæ kart¹; Kraj; ORLEN;PALIWO
P³atnoœæ kart¹; Kraj; SHELL;PALIWO
P³atnoœæ kart¹; Kraj; AUCHAN POLSKA SP. Z  02;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; Koleje Mazowieckie KM;INNE
P³atnoœæ kart¹; Kraj; McDonalds W-wa Dolinka;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; SODEXO Restauracja U 01;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; PEPCO 110166 PIASECZNO;ODZIEZ I OBUWIE
P³atnoœæ kart¹; Kraj; WARSZTAT;SAMOCHODY I KOMUNIKACJA
P³atnoœæ kart¹; Kraj; JMP S.A. BIEDRONKA 2901;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; EMEL SP. Z O.O.;INNE
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
Wyp³ata z bankomatu; Kraj; ul. Pulawska 46;BANKOMAT
P³atnoœæ kart¹; Kraj; Leroy Merlin Piaseczno;DOM I ELEKTRONIKA
Zwrot p³atnoœci kart¹; Kraj; Leroy Merlin Piaseczno;DOM I ELEKTRONIKA
Przelew z rachunku; PAWE£ GRZEGORZ KWIATKOWSKI;;OP£ATY RÓ¯NE
Przelew na rachunek; MEDVIT SP. Z O.O. PU£AWSKA 42 B;;WYNAGRODZENIA I UZNANIA
Wyp³ata z bankomatu; Kraj; ul. Krasickiego 62 A;BANKOMAT
P³atnoœæ kart¹; Kraj; TOP MARKET/KRASICKIEGO;INNE
Przelew do ZUS; ZAK£AD UBEZPIECZEÑ SPO£ECZNYCH;;INNE
P³atnoœæ kart¹; Kraj; AUCHAN POLSKA SP. Z  02;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; ORLEN 117;PALIWO
Polecenie Zap³aty; ORANGE POLSKA SPOLKA AKCYJNA UL. AL. JEROZOLIMSKIE 160;;INNE
P³atnoœæ kart¹; Kraj; Sklep Spozywczy  36198;Zakupy Spozywcze
Przelew z rachunku; AMEX;;OP£ATY RÓ¯NE
Zlecenie sta³e; PAWE£ KWIATKOWSKI;;ZLECENIA STA£E I SP£ATY KREDYTÓW
P³atnoœæ kart¹; Kraj; PayU*Allegro;INNE
Zlecenie sta³e; OKRÊGOWA IZBA LEKARSKA W WARSZAWIE;;ZLECENIA STA£E I SP£ATY KREDYTÓW
Zlecenie sta³e; PAWE£ KWIATKOWSKI;;ZLECENIA STA£E I SP£ATY KREDYTÓW
Op³ata;;;INNE
Przelew z rachunku; BARTOSZ DRUCIS;;OP£ATY RÓ¯NE
P³atnoœæ web - kod mobilny; Adres;;ZAKUPY INTERNET
P³atnoœæ kart¹; Kraj; McDonalds 468 Piaseczno;BARY RESTAURACJE OUTDOOR
Przelew na rachunek; DXC TECHNOLOGY POLSKA SP. Z O.O. UL. SZTURMOWA;;WYNAGRODZENIA I UZNANIA
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
Zlecenie sta³e; POCZTA POLSKA S.A. COF DZIA£ ABONAMENTU;;ZLECENIA STA£E I SP£ATY KREDYTÓW
Zlecenie sta³e; PAWE£ KWIATKOWSKI;;ZLECENIA STA£E I SP£ATY KREDYTÓW
Zlecenie sta³e; PALLOTYÑSKI SEKRETARIAT MISYJNY;;ZLECENIA STA£E I SP£ATY KREDYTÓW
Przelew z rachunku; URZ¥D GMINY KROKOWA;;OP£ATY RÓ¯NE
Przelew z rachunku; XA UBEZPIECZENIA TUIR S.A;;OP£ATY RÓ¯NE
Przelew z rachunku; PAWE£ KWIATKOWSKI;;OP£ATY RÓ¯NE
Przelew z rachunku; UKS NOWA IWICZNA;;OP£ATY RÓ¯NE
Wyp³ata z bankomatu; Kraj; UL. PULAWSKA 46;BANKOMAT
P³atnoœæ kart¹; Kraj; PayU*Allegro;INNE
P³atnoœæ kart¹; Kraj; EMEL SP. Z O.O.;INNE
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; AUCHAN POLSKA SP. Z  02;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; Leroy Merlin Piaseczno;DOM I ELEKTRONIKA
Zwrot p³atnoœci kart¹; Kraj; Leroy Merlin Piaseczno;DOM I ELEKTRONIKA
P³atnoœæ kart¹; Kraj; Lodolandia N-Park;INNE
P³atnoœæ kart¹; Kraj; EURO-NET SP. Z O.O.;INNE
P³atnoœæ kart¹; Kraj; MEDVIT SP. Z O.O.;INNE
P³atnoœæ kart¹; Kraj; MEDVIT SP. Z O.O.;INNE
Naliczenie odsetek;;;INNE
P³atnoœæ kart¹; Kraj; LIDL PULAWSKA;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; SODEXO Restauracja U 01;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; EMEL SP. Z O.O.;INNE
Zlecenie sta³e; ABAX BIURO KSIÊGOWE BO¯ENA BARTUZI;;ZLECENIA STA£E I SP£ATY KREDYTÓW
P³atnoœæ kart¹; Kraj; AUCHAN POLSKA SP. Z  01;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; EMEL SP. Z O.O.;INNE
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
Przelew na rachunek; DXC TECHNOLOGY POLSKA SP. Z O.O. SZTURMOWA 2A;;WYNAGRODZENIA I UZNANIA
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; EMEL SP. Z O.O.;INNE
P³atnoœæ kart¹; Kraj; LOTOS SF301 K.2;PALIWO
Wyp³ata w bankomacie - kod mobilny; Kraj; ul. Morska 20;BANKOMAT
P³atnoœæ kart¹; Kraj; ORLEN DOFO 02;PALIWO
Przelew z rachunku; DO£ADOWANIE TELEFONU +48 784482729 T-MOBILE IDENTYFIKATOR OPERACJI;;OP£ATY RÓ¯NE
P³atnoœæ kart¹; Kraj; DELIKATESY OLA;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; POLOMARKET 5019;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; DETTLAFF;INNE
P³atnoœæ kart¹; Kraj; DELTA KROKOWA SP. Z O.;DOM I ELEKTRONIKA
P³atnoœæ kart¹; Kraj; DELTA;DOM I ELEKTRONIKA
P³atnoœæ kart¹; Kraj;" DELIKATESY ""OLA""";Zakupy Spozywcze
Wyp³ata w bankomacie - kod mobilny; Kraj; UL. MORSKA 12;BANKOMAT
P³atnoœæ kart¹; Kraj; EMEL SP. Z O.O.;INNE
Wyp³ata z bankomatu; Kraj; Dzialowo 27;BANKOMAT
P³atnoœæ kart¹; Kraj; ORLEN 117;PALIWO
Przelew na rachunek; GMINNY OŒRODEK POMOCY SPO£ECZNEJ;;WYNAGRODZENIA I UZNANIA
P³atnoœæ kart¹; Kraj; APTEKA PANACEUM;APTEKA
P³atnoœæ kart¹; Kraj; AUTOMATY UVP;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; PEPCO 110166 PIASECZNO 2;ODZIEZ I OBUWIE
P³atnoœæ kart¹; Kraj; PEPCO 110166 PIASECZNO 2;ODZIEZ I OBUWIE
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
Wyp³ata z bankomatu; Kraj; PLANET CASH PULAWSKA 46;BANKOMAT
P³atnoœæ kart¹; Kraj; KIOSK;INNE
P³atnoœæ kart¹; Kraj; GRYCAN LODY OD POKOLEN;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; AUTOMATY UVP;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; AUCHAN POLSKA SP. Z  02;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; Leroy Merlin Piaseczno;DOM I ELEKTRONIKA
P³atnoœæ kart¹; Kraj; New Gastro;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; SUPER-PHARM STARA IWICZ;INNE
P³atnoœæ kart¹; Kraj; SUPER-PHARM STARA IWICZ;INNE
Zwrot p³atnoœci kart¹; Kraj; Leroy Merlin Piaseczno;DOM I ELEKTRONIKA
P³atnoœæ kart¹; Kraj; Stacja Benzynowa;PALIWO
P³atnoœæ kart¹; Kraj; LOTOS SP764 K.1;PALIWO
P³atnoœæ kart¹; Kraj; BP-UNISZKI 943;PALIWO
P³atnoœæ web - kod mobilny; Adres;;ZAKUPY INTERNET
P³atnoœæ web - kod mobilny; Adres;;ZAKUPY INTERNET
P³atnoœæ kart¹; Kraj; McDonalds 402 MOP So 01;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; McDonalds 178 Rumia 1 G;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; PHU TAXI GAZ S.GRADOWSKI;SAMOCHODY I KOMUNIKACJA
P³atnoœæ kart¹; Kraj; Market 13;INNE
P³atnoœæ kart¹; Kraj; GTC SA AUTOSTRADA A1;SAMOCHODY I KOMUNIKACJA
P³atnoœæ kart¹; Kraj; GMINNY OSRODEK SPORTU;INNE
P³atnoœæ kart¹; Kraj; GMINNY OSRODEK SPORTU;INNE
P³atnoœæ kart¹; Kraj; EMEL SP. Z O.O.;INNE
P³atnoœæ kart¹; Kraj; KAOWIEC JAROSLAW NOWAK;INNE
P³atnoœæ kart¹; Kraj; GMINNY OSRODEK SPORTU;INNE
P³atnoœæ kart¹; Kraj; SHELL;PALIWO
Wyp³ata z bankomatu; Kraj; ul. Krasickiego 62 A;BANKOMAT
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; AUCHAN POLSKA SP. Z  02;Zakupy Spozywcze
Przelew podatkowy; URZ¥D SKARBOWY;;INNE
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; U ZRODLA SP. Z O.O.;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; Sklep Spozywczy  36198;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; EMEL SP. Z O.O.;INNE
P³atnoœæ kart¹; Kraj; DELIKATESY  EXPRESS;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; SUPER-PHARM STARA IWICZ;INNE
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; AUTOMATY UVP;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; WARSZTAT;SAMOCHODY I KOMUNIKACJA
P³atnoœæ kart¹; Kraj; U ZRODLA SP. Z O.O.;BARY RESTAURACJE OUTDOOR
P³atnoœæ web - kod mobilny; Adres;;ZAKUPY INTERNET
P³atnoœæ kart¹; Kraj; SODEXO Restauracja UBC;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; FRESHMARKET Z8138 K.2;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; EMEL SP. Z O.O.;INNE
P³atnoœæ kart¹; Kraj; ASEC Dw. Ochota T040;INNE
P³atnoœæ kart¹; Kraj; ORGANIC FARMA ZDROWIA;INNE
P³atnoœæ kart¹; Kraj; U ZRODLA SP. Z O.O.;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; AUCHAN POLSKA SP. Z  02;Zakupy Spozywcze
Polecenie Zap³aty; T-MOBILE POLSKA S.A. MARYNARSKA 12;;INNE
